age,age_group,workclass,education_level,education_years,marital_status,occupation,relationship,race,sex,capital_gain_usd,capital_loss_usd,hours_per_week,native_country,source_split,high_income
58,55-64,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,42,United-States,test,1
27,25-34,Private,HS-grad,9,Never-married,Sales,Unmarried,Black,Female,0,0,60,United-States,test,0
22,17-24,,Assoc-acdm,12,Never-married,,Own-child,White,Male,0,0,25,United-States,test,0
19,17-24,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,train,0
28,25-34,Local-gov,Bachelors,13,Never-married,Prof-specialty,Other-relative,White,Male,0,0,50,United-States,train,0
65,65+,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,3818,0,10,United-States,train,0
54,45-54,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,45,United-States,train,0
41,35-44,Private,Bachelors,13,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,train,0
30,25-34,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,50,United-States,train,1
22,17-24,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,41,United-States,train,0
25,25-34,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,test,0
40,35-44,Private,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,3103,0,43,United-States,test,1
59,55-64,Private,Masters,14,Married-civ-spouse,Craft-repair,Wife,Asian-Pac-Islander,Female,0,0,35,Philippines,train,0
24,17-24,Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,train,0
26,25-34,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,test,0
27,25-34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,train,1
21,17-24,,Some-college,10,Never-married,,Own-child,Asian-Pac-Islander,Male,0,0,40,Taiwan,train,0
19,17-24,State-gov,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States,test,0
40,35-44,Private,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,42,United-States,train,0
61,55-64,,7th-8th,4,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,train,1
32,25-34,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,Columbia,train,0
40,35-44,Private,10th,6,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,train,0
46,45-54,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,train,0
48,45-54,Local-gov,Masters,14,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,test,0
53,45-54,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,45,United-States,test,1
31,25-34,Private,10th,6,Separated,Other-service,Unmarried,White,Female,0,0,40,United-States,test,0
50,45-54,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,train,1
28,25-34,Private,12th,8,Never-married,Sales,Not-in-family,Black,Male,0,0,40,United-States,train,0
37,35-44,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,Germany,test,1
33,25-34,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,United-States,train,0
42,35-44,Private,Some-college,10,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States,test,0
39,35-44,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,72,United-States,test,0
35,35-44,Private,HS-grad,9,Never-married,Farming-fishing,Not-in-family,Other,Male,0,0,40,Puerto-Rico,train,0
30,25-34,Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,train,0
24,17-24,Self-emp-inc,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,train,0
63,55-64,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,train,0
45,45-54,Local-gov,Masters,14,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States,train,0
60,55-64,Private,HS-grad,9,Separated,Sales,Not-in-family,White,Female,0,0,32,United-States,train,0
27,25-34,Local-gov,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,Black,Female,0,0,37,United-States,test,0
19,17-24,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,train,0
27,25-34,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,test,0
58,55-64,State-gov,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,train,0
39,35-44,Federal-gov,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,train,1
37,35-44,State-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,12,Puerto-Rico,train,0
41,35-44,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,5013,0,30,United-States,test,0
49,45-54,Private,7th-8th,4,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,train,0
44,35-44,Private,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States,train,0
43,35-44,Private,Assoc-acdm,12,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,train,0
51,45-54,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,train,1
54,45-54,Private,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,train,1
24,17-24,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,48,United-States,train,0
28,25-34,Private,Assoc-voc,11,Married-civ-spouse,Other-service,Other-relative,White,Female,3137,0,40,United-States,train,0
53,45-54,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,37,Mexico,train,0
39,35-44,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,24,United-States,test,0
31,25-34,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,60,United-States,train,0
17,17-24,Private,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,train,0
42,35-44,State-gov,Some-college,10,Never-married,Exec-managerial,Unmarried,White,Female,0,0,45,United-States,test,0
44,35-44,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,train,0
21,17-24,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,10,United-States,train,0
23,17-24,Self-emp-inc,Bachelors,13,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,train,0
33,25-34,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Dominican-Republic,test,1
64,55-64,,HS-grad,9,Widowed,,Not-in-family,Black,Male,0,0,20,United-States,test,0
39,35-44,Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,test,0
25,25-34,Private,Masters,14,Never-married,Sales,Not-in-family,White,Male,0,0,55,United-States,train,0
30,25-34,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,train,0
28,25-34,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,train,0
19,17-24,,HS-grad,9,Never-married,,Other-relative,Black,Male,0,0,20,United-States,train,0
53,45-54,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,test,0
55,55-64,Federal-gov,Bachelors,13,Separated,Other-service,Unmarried,White,Female,0,0,72,,train,0
29,25-34,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,train,1
45,45-54,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,test,0
35,35-44,Self-emp-not-inc,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,train,0
59,55-64,State-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,40,Outlying-US(Guam-USVI-etc),train,0
42,35-44,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,test,0
20,17-24,Private,11th,7,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,train,0
46,45-54,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,56,United-States,test,1
22,17-24,Private,Bachelors,13,Never-married,Exec-managerial,Other-relative,White,Female,0,0,20,United-States,train,0
62,55-64,Local-gov,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,train,0
48,45-54,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,train,0
29,25-34,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,30,United-States,test,0
59,55-64,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,United-States,train,1
39,35-44,Local-gov,Bachelors,13,Widowed,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,10,Japan,train,0
31,25-34,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,train,1
37,35-44,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Guatemala,train,0
34,25-34,Self-emp-not-inc,Assoc-voc,11,Never-married,Other-service,Other-relative,White,Female,0,0,40,United-States,train,0
23,17-24,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Female,0,0,16,United-States,train,0
19,17-24,Local-gov,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,test,0
36,35-44,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,7298,0,50,United-States,train,1
57,55-64,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,60,,test,1
27,25-34,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,60,United-States,train,0
49,45-54,Private,11th,7,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,38,United-States,train,0
63,55-64,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,16,United-States,train,0
26,25-34,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,test,0
28,25-34,Private,Bachelors,13,Married-spouse-absent,Sales,Not-in-family,White,Female,0,0,50,United-States,test,0
40,35-44,Private,12th,8,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,Jamaica,train,0
33,25-34,Private,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,50,United-States,train,0
19,17-24,,Some-college,10,Never-married,,Own-child,White,Male,0,0,40,United-States,train,0
48,45-54,Private,Some-college,10,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,train,0
46,45-54,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,75,Greece,train,0
49,45-54,Private,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,train,0
29,25-34,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,30,Mexico,train,0
46,45-54,Private,7th-8th,4,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,45,United-States,train,0
42,35-44,Self-emp-not-inc,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,99,United-States,test,1
19,17-24,,HS-grad,9,Never-married,,Not-in-family,Black,Female,0,0,40,United-States,train,0
36,35-44,Private,11th,7,Divorced,Transport-moving,Unmarried,White,Female,0,0,40,United-States,test,0
35,35-44,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Puerto-Rico,train,0
18,17-24,Private,12th,8,Never-married,Craft-repair,Own-child,White,Male,594,0,20,United-States,train,0
42,35-44,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2002,40,United-States,train,0
23,17-24,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,40,United-States,train,0
47,45-54,Self-emp-not-inc,Some-college,10,Widowed,Other-service,Unmarried,White,Female,0,0,35,United-States,train,0
46,45-54,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1902,55,United-States,test,1
46,45-54,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,1504,40,United-States,train,0
60,55-64,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,test,0
41,35-44,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,75,United-States,train,1
27,25-34,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,45,Mexico,test,0
39,35-44,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1848,40,United-States,test,1
31,25-34,Private,Assoc-voc,11,Separated,Tech-support,Unmarried,Black,Female,0,0,32,United-States,train,0
48,45-54,Private,HS-grad,9,Divorced,Craft-repair,Other-relative,White,Male,0,0,40,United-States,train,0
25,25-34,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,38,United-States,train,0
59,55-64,Private,HS-grad,9,Divorced,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,train,0
58,55-64,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,train,0
54,45-54,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States,test,1
35,35-44,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,train,1
45,45-54,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,46,United-States,train,0
18,17-24,Private,5th-6th,3,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,train,0
31,25-34,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,train,1
39,35-44,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Cuba,train,1
20,17-24,,Some-college,10,Never-married,,Not-in-family,White,Male,0,0,25,United-States,test,0
39,35-44,Private,Assoc-voc,11,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,train,0
39,35-44,Private,Some-college,10,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,train,0
30,25-34,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Unmarried,Other,Female,1506,0,45,United-States,test,0
55,55-64,Federal-gov,Bachelors,13,Married-spouse-absent,Exec-managerial,Not-in-family,Black,Male,0,0,40,United-States,test,1
30,25-34,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,test,0
30,25-34,Private,Bachelors,13,Never-married,Exec-managerial,Unmarried,White,Female,0,0,45,United-States,train,1
22,17-24,Private,Assoc-acdm,12,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,20,Jamaica,train,0
58,55-64,Private,9th,5,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,El-Salvador,train,0
39,35-44,Private,12th,8,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,train,0
37,35-44,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,test,0
38,35-44,Federal-gov,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,6849,0,50,United-States,test,0
42,35-44,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,44,United-States,train,1
38,35-44,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40,United-States,train,1
21,17-24,State-gov,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,1602,10,United-States,train,0
35,35-44,Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Male,6497,0,65,United-States,train,0
63,55-64,,Bachelors,13,Widowed,,Not-in-family,Amer-Indian-Eskimo,Female,0,0,56,United-States,train,0
18,17-24,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,test,0
57,55-64,Federal-gov,HS-grad,9,Separated,Adm-clerical,Other-relative,Black,Female,0,0,35,United-States,train,0
55,55-64,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,train,0
42,35-44,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,train,0
30,25-34,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,train,0
39,35-44,Private,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,train,0
77,65+,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,25,Cuba,train,0
36,35-44,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,train,0
51,45-54,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,train,0
35,35-44,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,test,1
47,45-54,Private,Assoc-acdm,12,Divorced,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States,train,0
54,45-54,Private,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,68,United-States,train,1
73,65+,Private,5th-6th,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,54,United-States,test,1
36,35-44,Private,HS-grad,9,Divorced,Other-service,Unmarried,Black,Male,0,0,40,United-States,test,0
21,17-24,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,3325,0,60,United-States,train,0
41,35-44,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,train,0
61,55-64,Private,11th,7,Widowed,Handlers-cleaners,Not-in-family,White,Female,0,0,30,United-States,train,0
34,25-34,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States,test,0
50,45-54,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,45,United-States,train,1
33,25-34,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,test,0
43,35-44,Private,Assoc-acdm,12,Divorced,Other-service,Unmarried,White,Female,0,2238,40,United-States,test,0
33,25-34,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,train,1
58,55-64,State-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,test,1
30,25-34,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,test,0
43,35-44,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,test,1
31,25-34,Private,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,train,1
27,25-34,Private,11th,7,Married-spouse-absent,Sales,Own-child,Asian-Pac-Islander,Male,0,0,35,India,train,0
23,17-24,Private,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,test,0
19,17-24,,Some-college,10,Never-married,,Not-in-family,White,Female,0,0,32,United-States,train,0
28,25-34,Private,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,2,United-States,test,0
57,55-64,Self-emp-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,train,1
73,65+,Private,Some-college,10,Widowed,Priv-house-serv,Unmarried,White,Female,0,0,10,United-States,train,0
26,25-34,Local-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,test,0
52,45-54,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,55,Canada,train,1
49,45-54,Local-gov,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,train,0
48,45-54,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,35,United-States,test,1
32,25-34,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,train,0
66,65+,State-gov,HS-grad,9,Widowed,Prof-specialty,Unmarried,Black,Female,0,0,35,United-States,train,0
50,45-54,Self-emp-not-inc,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,train,0
25,25-34,Private,10th,6,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,train,0
60,55-64,Private,7th-8th,4,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,train,0
40,35-44,Local-gov,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,50,United-States,train,0
55,55-64,Private,Bachelors,13,Never-married,Tech-support,Other-relative,White,Female,0,1590,38,United-States,train,0
51,45-54,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,5013,0,40,United-States,train,0
26,25-34,Private,Some-college,10,Never-married,Sales,Not-in-family,Black,Female,0,0,37,United-States,train,0
58,55-64,Private,Some-college,10,Widowed,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,train,0
50,45-54,Local-gov,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,test,1
22,17-24,Private,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,2205,30,Philippines,test,0
38,35-44,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,42,United-States,train,0
36,35-44,State-gov,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,55,United-States,train,0
49,45-54,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,40,United-States,train,1
37,35-44,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,45,United-States,train,1
52,45-54,Private,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,15024,0,60,United-States,train,1
36,35-44,Private,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2829,0,40,United-States,train,0
30,25-34,Self-emp-not-inc,Assoc-voc,11,Separated,Sales,Not-in-family,White,Male,0,0,40,Mexico,test,0
50,45-54,Self-emp-not-inc,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,99999,0,35,United-States,train,1
29,25-34,Private,11th,7,Divorced,Craft-repair,Not-in-family,White,Male,0,0,52,United-States,test,0
50,45-54,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,,train,0
22,17-24,Private,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,35,United-States,train,0
64,55-64,Self-emp-not-inc,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,Canada,train,0
31,25-34,Private,Masters,14,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,60,India,test,1
39,35-44,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,test,1
17,17-24,Private,10th,6,Never-married,Sales,Own-child,White,Male,0,0,30,United-States,train,0
57,55-64,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,train,1
44,35-44,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,United-States,train,1
26,25-34,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,train,0
42,35-44,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,train,0
53,45-54,,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,35,United-States,test,1
28,25-34,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,train,0
24,17-24,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,test,0
21,17-24,Private,HS-grad,9,Never-married,Other-service,Own-child,Other,Male,0,0,20,United-States,test,0
22,17-24,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,train,0
30,25-34,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,train,0
67,65+,Self-emp-not-inc,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Male,18481,0,2,United-States,train,1
25,25-34,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States,train,0
40,35-44,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,train,1
45,45-54,State-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,train,0
33,25-34,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,test,1
52,45-54,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,3103,0,48,United-States,train,1
28,25-34,Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States,train,0
34,25-34,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,test,0
59,55-64,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,test,1
19,17-24,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,15,United-States,train,0
42,35-44,State-gov,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,test,0
56,55-64,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,45,United-States,test,1
32,25-34,Private,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,test,0
63,55-64,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,40,United-States,test,1
22,17-24,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,train,0
17,17-24,,Some-college,10,Never-married,,Own-child,Asian-Pac-Islander,Female,0,0,40,Philippines,train,0
50,45-54,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,train,0
57,55-64,,10th,6,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,test,0
35,35-44,Private,11th,7,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,50,United-States,train,0
51,45-54,Local-gov,10th,6,Widowed,Other-service,Not-in-family,White,Female,0,0,24,United-States,train,0
63,55-64,Private,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male,0,0,45,United-States,train,1
43,35-44,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Yugoslavia,train,0
27,25-34,Private,Bachelors,13,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,train,0
23,17-24,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,train,0
42,35-44,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,train,1
24,17-24,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,train,0
65,65+,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,2290,0,40,United-States,train,0
46,45-54,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States,train,1
